"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BCDVWHVI","conferencePaper","2005","Ou, Jiazhi; Oh, Lui Min; Fussell, Susan R.; Blum, Tal; Yang, Jie","Analyzing and predicting focus of attention in remote collaborative tasks","Proceedings of the 7th international conference on Multimodal interfaces","978-1-59593-028-6","","10.1145/1088463.1088485","https://doi.org/10.1145/1088463.1088485","To overcome the limitations of current technologies for remote collaboration, we propose a system that changes a video feed based on task properties, people's actions, and message properties. First, we examined how participants manage different visual resources in a laboratory experiment using a collaborative task in which one partner (the helper) instructs another (the worker) how to assemble online puzzles. We analyzed helpers' eye gaze as a function of the aforementioned parameters. Helpers gazed at the set of alternative pieces more frequently when it was harder for workers to differentiate these pieces, and less frequently over repeated trials. The results further suggest that a helper's desired focus of attention can be predicted based on task properties, his/her partner's actions, and message properties. We propose a conditional Markov model classifier to explore the feasibility of predicting gaze based on these properties. The accuracy of the model ranged from 65.40% for puzzles with easy-to-name pieces to 74.25% for puzzles with more difficult to name pieces. The results suggest that we can use our model to automatically manipulate video feeds to show what helpers want to see when they want to see it.","2005-10-04","2024-01-08 12:26:47","2024-01-08 12:26:47","2024-01-08","116–123","","","","","","","ICMI '05","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/htk/Zotero/storage/HIW9GTZB/Ou et al. - 2005 - Analyzing and predicting focus of attention in rem.pdf","","","computer-supported cooperative work; eye tracking; focus of attention; keyword spotting; remote collaborative tasks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UE5UDJNE","journalArticle","2008","Brennan, Susan E.; Chen, Xin; Dickinson, Christopher A.; Neider, Mark B.; Zelinsky, Gregory J.","Coordinating cognition: the costs and benefits of shared gaze during collaborative search","Cognition","","0010-0277","10.1016/j.cognition.2007.05.012","","Collaboration has its benefits, but coordination has its costs. We explored the potential for remotely located pairs of people to collaborate during visual search, using shared gaze and speech. Pairs of searchers wearing eyetrackers jointly performed an O-in-Qs search task alone, or in one of three collaboration conditions: shared gaze (with one searcher seeing a gaze-cursor indicating where the other was looking, and vice versa), shared-voice (by speaking to each other), and shared-gaze-plus-voice (by using both gaze-cursors and speech). Although collaborating pairs performed better than solitary searchers, search in the shared gaze condition was best of all: twice as fast and efficient as solitary search. People can successfully communicate and coordinate their searching labor using shared gaze alone. Strikingly, shared gaze search was even faster than shared-gaze-plus-voice search; speaking incurred substantial coordination costs. We conclude that shared gaze affords a highly efficient method of coordinating parallel activity in a time-critical spatial task.","2008-03","2024-01-08 12:27:14","2024-01-08 12:27:14","","1465-1477","","3","106","","Cognition","Coordinating cognition","","","","","","","eng","","","","","PubMed","","PMID: 17617394","","","http://www.ncbi.nlm.nih.gov/pubmed/17617394","","Attention; Cognition; Communication; Cooperative Behavior; Fixation, Ocular; Humans; Visual Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8A9IXEW3","conferencePaper","2004","Stein, Randy; Brennan, Susan E.","Another person's eye gaze as a cue in solving programming problems","Proceedings of the 6th international conference on Multimodal interfaces","978-1-58113-995-2","","10.1145/1027933.1027936","https://doi.org/10.1145/1027933.1027936","Expertise in computer programming can often be difficult to transfer verbally. Moreover, technical training and communication occur more and more between people who are located at a distance. We tested the hypothesis that seeing one person's visual focus of attention (represented as an eyegaze cursor) while debugging software (displayed as text on a screen) can be helpful to another person doing the same task. In an experiment, a group of professional programmers searched for bugs in small Java programs while wearing an unobtrusive head-mounted eye tracker. Later, a second set of programmers searched for bugs in the same programs. For half of the bugs, the second set of programmers first viewed a recording of an eyegaze cursor from one of the first programmers displayed over the (indistinct) screen of code, and for the other half they did not. The second set of programmers found the bugs more quickly after viewing the eye gaze of the first programmers, suggesting that another person's eye gaze, produced instrumentally (as opposed to intentionally, like pointing with a mouse), can be a useful cue in problem solving. This finding supports the potential of eye gaze as a valuable cue for collaborative interaction in a visuo-spatial task conducted at a distance.","2004-10-13","2024-01-08 12:27:31","2024-01-08 12:27:31","2024-01-08","9–15","","","","","","","ICMI '04","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","debugging; eye tracking; gaze-based & attentional interfaces; mediated communication; programming; visual co-presence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4UA8GZ6","conferencePaper","2001","Vertegaal, Roel; Slagter, Robert; van der Veer, Gerrit; Nijholt, Anton","Eye gaze patterns in conversations: there is more to conversational agents than meets the eyes","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","978-1-58113-327-1","","10.1145/365024.365119","https://doi.org/10.1145/365024.365119","In multi-agent, multi-user environments, users as well as agents should have a means of establishing who is talking to whom. In this paper, we present an experiment aimed at evaluating whether gaze directional cues of users could be used for this purpose. Using an eye tracker, we measured subject gaze at the faces of conversational partners during four-person conversations. Results indicate that when someone is listening or speaking to individuals, there is indeed a high probability that the person looked at is the person listened (p=88%) or spoken to (p=77%). We conclude that gaze is an excellent predictor of conversational attention in multiparty conversations. As such, it may form a reliable source of input for conversational systems that need to establish whom the user is speaking or listening to. We implemented our findings in FRED, a multi-agent conversational system that uses eye input to gauge which agent the user is listening or speaking to.","2001-03-01","2024-01-08 12:27:51","2024-01-08 12:27:51","2024-01-08","301–308","","","","","","Eye gaze patterns in conversations","CHI '01","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/htk/Zotero/storage/E4VDBLFP/Vertegaal et al. - 2001 - Eye gaze patterns in conversations there is more .pdf","","","attention-based interfaces; attentive agents; conversational attention; gaze; multiparty communication; tracking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFWWUTDJ","journalArticle","2021","Reinero, Diego A.; Dikker, Suzanne; Van Bavel, Jay J.","Inter-brain synchrony in teams predicts collective performance","Social Cognitive and Affective Neuroscience","","1749-5024","10.1093/scan/nsaa135","","Despite decades of research in economics and psychology attempting to identify ingredients that make up successful teams, neuroscientists have only just begun to study how multiple brains interact. Recent research has shown that people's brain activity becomes synchronized with others' (inter-brain synchrony) during social engagement. However, little is known as to whether inter-brain synchrony relates to collective behavior within teams. Here, we merge the nascent field of group neuroscience with the extant literature of team dynamics and collective performance. We recruited 174 participants in groups of 4 and randomly assigned them to complete a series of problem-solving tasks either independently or as a team, while simultaneously recording each person's brain activity using an electroencephalography hyperscanning setup. This design allowed us to examine the relationship between group identification and inter-brain synchrony in explaining collective performance. As expected, teammates identified more strongly with one another, cooperated more on an economic game, and outperformed the average individual on most problem-solving tasks. Crucially, inter-brain synchrony, but not self-reported group identification, predicted collective performance among teams. These results suggest that inter-brain synchrony can be informative in understanding collective performance among teams where self-report measures may fail to capture behavior.","2021-01-18","2024-01-08 12:28:09","2024-01-08 12:28:09","","43-57","","1-2","16","","Soc Cogn Affect Neurosci","","","","","","","","eng","","","","","PubMed","","PMID: 32991728 PMCID: PMC7812618","","/Users/htk/Zotero/storage/GNPH7R6A/Reinero et al. - 2021 - Inter-brain synchrony in teams predicts collective.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/32991728","","Brain; collective performance; Cooperative Behavior; Electroencephalography; group identification; Group Processes; Humans; hyperscanning; inter-brain synchrony; Interpersonal Relations; Male; Problem Solving; Random Allocation; Social Identification; teams; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUM6W45U","conferencePaper","2021","Feng, Shuo; Wang, Shuwen; Chen, Yufei; Zhang, Sixu; Zhang, Lishan","An Integrated Observing Technic for Collaborative Learning: The Multimodal Learning Analytics Based on the Video Coding and EEG Data Mining","2021 IEEE International Conference on Engineering, Technology & Education (TALE)","","","10.1109/TALE52509.2021.9678555","https://ieeexplore.ieee.org/document/9678555","Observing collaborative learning in real contexts has always been a problem because of the difficulty of representing the learning engagement, a multi-facet construct including behavior, cognition and emotion. This study adopts multimodal learning analytics to tackle it. Specifically, it is an integrated observation technic to represent it at both macro and micro levels through video coding and electroencephalogram (EEG) data mining. The analysis of a quasi-experiment was conducted to justify the feasibility. And this study also finds that learning engagement is related with the learning gain in collaborative learning.","2021-12","2024-01-08 12:28:31","2024-01-08 12:28:31","2024-01-08 12:28:31","1097-1101","","","","","","An Integrated Observing Technic for Collaborative Learning","","","","","","","","","","","","IEEE Xplore","","ISSN: 2470-6698","","/Users/htk/Zotero/storage/ZLNT96XP/9678555.html; /Users/htk/Zotero/storage/UJFD2VCM/Feng et al. - 2021 - An Integrated Observing Technic for Collaborative .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Conference on Engineering, Technology & Education (TALE)","","","","","","","","","","","","","","",""
"3G3HEKEG","conferencePaper","2020","Cukurova, Mutlu; Zhou, Qi; Spikol, Daniel; Landolfi, Lorenzo","Modelling collaborative problem-solving competence with transparent learning analytics: is video data enough?","Proceedings of the Tenth International Conference on Learning Analytics & Knowledge","978-1-4503-7712-6","","10.1145/3375462.3375484","https://doi.org/10.1145/3375462.3375484","In this study, we describe the results of our research to model collaborative problem-solving (CPS) competence based on analytics generated from video data. We have collected ~500 mins video data from 15 groups of 3 students working to solve design problems collaboratively. Initially, with the help of OpenPose, we automatically generated frequency metrics such as the number of the face-in-the-screen; and distance metrics such as the distance between bodies. Based on these metrics, we built decision trees to predict students' listening, watching, making, and speaking behaviours as well as predicting the students' CPS competence. Our results provide useful decision rules mined from analytics of video data which can be used to inform teacher dashboards. Although, the accuracy and recall values of the models built are inferior to previous machine learning work that utilizes multimodal data, the transparent nature of the decision trees provides opportunities for explainable analytics for teachers and learners. This can lead to more agency of teachers and learners, therefore can lead to easier adoption. We conclude the paper with a discussion on the value and limitations of our approach.","2020-03-23","2024-01-08 12:29:02","2024-01-08 12:29:02","2024-01-08","270–275","","","","","","Modelling collaborative problem-solving competence with transparent learning analytics","LAK '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","collaborative problem-solving; decision trees; multimodal learning analytics; physical learning analytics; video analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6J7Z2LE","journalArticle","2021","Nasir, Jauwairia; Kothiyal, Aditi; Bruno, Barbara; Dillenbourg, Pierre","Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities","International Journal of Computer-Supported Collaborative Learning","","1556-1615","10.1007/s11412-021-09358-2","https://doi.org/10.1007/s11412-021-09358-2","Understanding the way learners engage with learning technologies, and its relation with their learning, is crucial for motivating design of effective learning interventions. Assessing the learners’ state of engagement, however, is non-trivial. Research suggests that performance is not always a good indicator of learning, especially with open-ended constructivist activities. In this paper, we describe a combined multi-modal learning analytics and interaction analysis method that uses video, audio and log data to identify multi-modal collaborative learning behavioral profiles of 32 dyads as they work on an open-ended task around interactive tabletops with a robot mediator. These profiles, which we name Expressive Explorers, Calm Tinkerers, and Silent Wanderers, confirm previous collaborative learning findings. In particular, the amount of speech interaction and the overlap of speech between a pair of learners are behavior patterns that strongly distinguish between learning and non-learning pairs. Delving deeper, findings suggest that overlapping speech between learners can indicate engagement that is conducive to learning. When we more broadly consider learner affect and actions during the task, we are better able to characterize the range of behavioral profiles exhibited among those who learn. Specifically, we discover two behavioral dimensions along which those who learn vary, namely, problem solving strategy (actions) and emotional expressivity (affect). This finding suggests a relation between problem solving strategy and emotional behavior; one strategy leads to more frustration compared to another. These findings have implications for the design of real-time learning interventions that support productive collaborative learning in open-ended tasks.","2021-12-01","2024-01-08 12:29:47","2024-01-08 12:29:47","2024-01-08 12:29:47","485-523","","4","16","","Intern. J. Comput.-Support. Collab. Learn","","","","","","","","en","","","","","Springer Link","","","","/Users/htk/Zotero/storage/HZPHN4IX/Nasir et al. - 2021 - Many are the ways to learn identifying multi-modal.pdf","","","Collaborative learning; Engagement; Human-robot interaction; Learning analytics; Multi-modal; Social robots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8YVJH4T7","conferencePaper","2008","Molinari, Gaëlle; Sangin, Mirweis; Nüssli, Marc-Antoine; Dillenbourg, Pierre","Effects of knowledge interdependence with the partner on visual and action transactivity in collaborative concept mapping","Proceedings of the 8th international conference on International conference for the learning sciences - Volume 2","","","","","In the present study, participants working in dyads were asked to build a concept map collaboratively. While interacting, they were able to access visualizations (individual concept maps) of both their own and their partner's prior knowledge (own and peer maps). Eye movements of both learning partners were recorded during the course of collaboration. Our goal was twofold. First, we focused on transactivity at both the visual and action levels. Second, we investigated the effects of knowledge interdependence with the partner on transactivity in collaborative concept mapping. We found that the degree to which participants co-manipulate the same objects in the collaborative map (action transactivity) is higher when they discussed identical (rather than complementary) information. Results from eye-gaze data showed that participants who shared complementary information transitioned more frequently between their own map and their partner's map; eye-movement transitions between own and peer maps were also negatively correlated with learning outcomes.","2008-06-24","2024-01-08 12:30:48","2024-01-08 12:30:48","2024-01-08","91–98","","","","","","","ICLS'08","","","","International Society of the Learning Sciences","Utrecht, The Netherlands","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLXYQ478","journalArticle","2009","Jiang, Lai; Elen, Jan; Clarebout, Geraldine","The relationships between learner variables, tool-usage behaviour and performance","Computers in Human Behavior","","0747-5632","10.1016/j.chb.2008.11.006","https://www.sciencedirect.com/science/article/pii/S0747563208002057","A variety of learner variables have been asserted to affect learners’ tool-usage behaviour. However, direct empirical evidence on which learner variables influence tool-usage behaviour and how is limited. In order to better understand the impact of learner variables on tool use, the current study investigates the relationships between learner variables, the quantitative aspects of tool-usage behaviour and its outcome (i.e., performance). More specifically, the focus is on how the variation in tool use is related to prior knowledge and goal orientation and how this variation affects performance. Tool-use data were extracted from log-file data collected in an open-ended learning environment [Clarebout, G. (2005). The enhancement of optimal tool use in open learning environments (Doctoral dissertation). Katholieke universiteit Leuven, Leuven.]. Results partly revealed the hypothesized relationships between learner variables, tool-usage behaviour (the proportion of time spent on tools) and performance. The results suggest that in order to have a more thorough understanding of the relationships between learner variables, tool-usage behaviour and learning outcomes, log-file data may need to be complemented with direct observations to acknowledge the qualitative aspects of the tool-usage behaviour (i.e., mixed method approach).","2009-03-01","2024-01-08 12:31:08","2024-01-08 12:31:08","2024-01-08 12:31:08","501-509","","2","25","","Computers in Human Behavior","","Including the Special Issue: State of the Art Research into Cognitive Load Theory","","","","","","","","","","","ScienceDirect","","","","/Users/htk/Zotero/storage/PSDKJ77E/S0747563208002057.html","","","Goal orientation; Log files; Prior knowledge; Tool use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMKRJHPC","conferencePaper","2013","Grafsgaard, Joseph F.; Wiggins, Joseph B.; Boyer, Kristy Elizabeth; Wiebe, Eric N.; Lester, James C.","Automatically Recognizing Facial Indicators of Frustration: A Learning-centric Analysis","2013 Humaine Association Conference on Affective Computing and Intelligent Interaction","","","10.1109/ACII.2013.33","https://ieeexplore.ieee.org/document/6681424","Affective and cognitive processes form a rich substrate on which learning plays out. Affective states often influence progress on learning tasks, resulting in positive or negative cycles of affect that impact learning outcomes. Developing a detailed account of the occurrence and timing of cognitive-affective states during learning can inform the design of affective tutorial interventions. In order to advance understanding of learning-centered affect, this paper reports on a study to analyze a video corpus of computer-mediated human tutoring using an automated facial expression recognition tool that detects fine-grained facial movements. The results reveal three significant relationships between facial expression, frustration, and learning: (1) Action Unit 2 (outer brow raise) was negatively correlated with learning gain, (2) Action Unit 4 (brow lowering) was positively correlated with frustration, and (3) Action Unit 14 (mouth dimpling) was positively correlated with both frustration and learning gain. Additionally, early prediction models demonstrated that facial actions during the first five minutes were significantly predictive of frustration and learning at the end of the tutoring session. The results represent a step toward a deeper understanding of learning-centered affective states, which will form the foundation for data-driven design of affective tutoring systems.","2013-09","2024-01-08 12:32:05","2024-01-08 12:32:05","2024-01-08 12:32:05","159-165","","","","","","Automatically Recognizing Facial Indicators of Frustration","","","","","","","","","","","","IEEE Xplore","","ISSN: 2156-8111","","/Users/htk/Zotero/storage/PYUHJL93/6681424.html; /Users/htk/Zotero/storage/IJX2PVH5/Grafsgaard et al. - 2013 - Automatically Recognizing Facial Indicators of Fru.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013 Humaine Association Conference on Affective Computing and Intelligent Interaction","","","","","","","","","","","","","","",""
"ITTEGM8S","journalArticle","2019","Antonenko, Pavlo D.; Davis, Robert; Wang, Jiahui; Celepkolu, Mehmet","On the Same Wavelength: Exploring Team Neurosynchrony in Undergraduate Dyads Solving a Cyberlearning Problem With Collaborative Scripts","Mind, Brain, and Education","","1751-228X","10.1111/mbe.12187","https://onlinelibrary.wiley.com/doi/abs/10.1111/mbe.12187","As teammates adjust their cognition and behavior, synchronizations of information can be observed across verbal, postural, and neurophysiological systems. This study explored the synchrony of mutually interacting brains, or team neurosynchrony, during cyber-enabled collaborative problem solving. Mixed-sex dyads defined and solved an authentic problem using either a social script or an epistemic script. Alpha-band phase-locking value, or the absolute value of the sum of the phase differences of electrodes at a particular time and frequency across a number of epochs, was used as a measure of team neurosynchrony. Contrary to our hypotheses, analyses revealed greater alpha-band phase-locking values between the central and parietal electrodes of dyad members in the epistemic script condition. Mean alpha phase-locking values were positively correlated with collaborative problem solving performance and negatively correlated with time spent on the problem solving process, suggesting that epistemic scripts were more effective scaffolds of collaborative problem solving compared to social scripts in this study.","2019","2024-01-08 12:32:40","2024-01-08 12:32:40","2024-01-08 12:32:39","4-13","","1","13","","","On the Same Wavelength","","","","","","","en","© 2019 International Mind, Brain, and Education Society and Wiley Periodicals, Inc.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mbe.12187","","/Users/htk/Zotero/storage/D2VQ94FJ/mbe.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2EDTTAN","journalArticle","2005","Richardson, Daniel C.; Dale, Rick","Looking To Understand: The Coupling Between Speakers' and Listeners' Eye Movements and Its Relationship to Discourse Comprehension","Cognitive Science","","1551-6709","10.1207/s15516709cog0000_29","https://onlinelibrary.wiley.com/doi/abs/10.1207/s15516709cog0000_29","We investigated the coupling between a speaker's and a listener's eye movements. Some participants talked extemporaneously about a television show whose cast members they were viewing on a screen in front of them. Later, other participants listened to these monologues while viewing the same screen. Eye movements were recorded for all speakers and listeners. According to cross-recurrence analysis, a listener's eye movements most closely matched a speaker's eye movements at a delay of 2 sec. Indeed, the more closely a listener's eye movements were coupled with a speaker's, the better the listener did on a comprehension test. In a second experiment, low-level visual cues were used to manipulate the listeners' eye movements, and these, in turn, influenced their latencies to comprehension questions. Just as eye movements reflect the mental state of an individual, the coupling between a speaker's and a listener's eye movements reflects the success of their communication.","2005","2024-01-08 12:32:58","2024-01-08 12:32:58","2024-01-08 12:32:58","1045-1060","","6","29","","","Looking To Understand","","","","","","","en","© 2005 Cognitive Science Society, Inc.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1207/s15516709cog0000_29","","/Users/htk/Zotero/storage/2KLJ7RU2/Richardson and Dale - 2005 - Looking To Understand The Coupling Between Speake.pdf; /Users/htk/Zotero/storage/G6HUVC2B/s15516709cog0000_29.html","","","Attention; Communication; Discourse; Eye movements; Human experimentation; Language understanding; Perception; Psychology; Situated cognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HM9VVP66","conferencePaper","2013","Sharma, Kshitij; Jermann, Patrick; Nüssli, Marc-Antoine; Dillenbourg, Pierre","Understanding Collaborative Program Comprehension: Interlacing Gaze and Dialogues","To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 1 — Full Papers & Symposia","","","","","We study the interaction of the participants in a pair program comprehension task across different time scales in a dual eye-tracking setup. We identify four layers of interaction episodes at different time scales. Each layer spans across the whole interaction. The present study concerns the relationship between different layers at different time scales. The first and third layers are based on the utterances of the participants while the second and fourth layers are based on participants' gaze","2013","2024-01-08 12:37:43","2024-01-08 12:42:53","","430-437","","","","","","Understanding Collaborative Program Comprehension","","","","","International Society of the Learning Sciences","Madison, Wisconsin, USA, June 15-19, 2013","","","","","","Infoscience","","Meeting Name: Computer Supported Collaborative Learning (CSCL 2013)","","","","","Dual Eye Tracking; Interaction Segmentation; Program Comprehension; Time granularities","Rummel, Nikol; Kapur, Manu; Puntambekar, S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Supported Collaborative Learning (CSCL 2013)","","","","","","","","","","","","","","",""
"J84ZDZ6G","report","2014","Belenky, Daniel; Ringenberg, Michael; Olsen, Jennifer; Aleven, Vincent; Rummel, Nikol","Using Dual Eye-Tracking to Evaluate Students' Collaboration with an Intelligent Tutoring System for Elementary-Level Fractions","","","","","https://eric.ed.gov/?id=ED556498","As learning technologies proliferate, it is important for research to address how to best align instruction to educational goals. For example, recent evidence indicates that working collaboratively may have unique benefits for facilitating the acquisition of conceptual understanding, as opposed to procedural fluency (Mullins, Rummel & Spada, 2011). To investigate this effect, we leverage and expand upon a new methodology, dual eye-tracking, to understand how collaborators' joint attention may impact learning in a collaboration-enabled Intelligent Tutoring System for fractions. We present results from a study in which 28 pairs of 4th and 5th grade students completed a set of either conceptually-or procedurally-oriented instructional activities in a school setting. Results indicate that students collaborating exhibited learning gains for conceptual knowledge, but not for procedural knowledge, and that more joint attention was related to learning gains. These results may inform the design of future learning technologies, and illustrate the utility of using dual eye-tracking to study collaboration.","2014-07","2024-01-08 12:43:25","2024-01-08 12:43:25","2024-01-08 12:43:25","","","","","","","","","","","","","","en","","","","","ERIC","","Publication Title: Grantee Submission ERIC Number: ED556498","","/Users/htk/Zotero/storage/7LZBX8R9/Belenky et al. - 2014 - Using Dual Eye-Tracking to Evaluate Students' Coll.pdf","","","Alignment (Education); Concept Formation; Cooperative Learning; Educational Technology; Elementary School Mathematics; Eye Movements; Grade 4; Grade 5; Intelligent Tutoring Systems; Knowledge Level; Learning Activities; Mathematical Concepts; Pretests Posttests; Statistical Analysis; Teaching Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DDI7BH5","journalArticle","2017","Sharma, Kshitij; Chavez-Demoulin, Valérie; Dillenbourg, Pierre","An Application of Extreme Value Theory to Learning Analytics: Predicting Collaboration Outcome from Eye-Tracking Data","Journal of Learning Analytics","","","","https://eric.ed.gov/?id=EJ1163806","The statistics used in education research are based on central trends such as the mean or standard deviation, discarding outliers. This paper adopts another viewpoint that has emerged in statistics, called extreme value theory (EVT). EVT claims that the bulk of normal distribution is comprised mainly of uninteresting variations while the most extreme values convey more information. We apply EVT to eye-tracking data collected during online collaborative problem solving with the aim of predicting the quality of collaboration. We compare our previous approach, based on central trends, with an EVT approach focused on extreme episodes of collaboration. The latter provided a better prediction of the quality of collaboration.","2017","2024-01-08 12:44:14","2024-01-08 12:44:14","2024-01-08 12:44:14","140-164","","3","4","","","An Application of Extreme Value Theory to Learning Analytics","","","","","","","en","","","","","ERIC","","Publisher: Society for Learning Analytics Research ERIC Number: EJ1163806","","/Users/htk/Zotero/storage/NVQ95DME/Sharma et al. - 2017 - An Application of Extreme Value Theory to Learning.pdf","","","Comparative Analysis; Computer Mediated Communication; Cooperative Learning; Data Collection; Educational Research; Eye Movements; Foreign Countries; Predictor Variables; Pretests Posttests; Problem Solving; Statistical Analysis; Statistical Distributions; Theories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59DWV4BM","journalArticle","2020","Olsen, Jennifer K.; Sharma, Kshitij; Rummel, Nikol; Aleven, Vincent","Temporal analysis of multimodal data to predict collaborative learning outcomes","British Journal of Educational Technology","","1467-8535","10.1111/bjet.12982","https://onlinelibrary.wiley.com/doi/abs/10.1111/bjet.12982","The analysis of multiple data streams is a long-standing practice within educational research. Both multimodal data analysis and temporal analysis have been applied successfully, but in the area of collaborative learning, very few studies have investigated specific advantages of multiple modalities versus a single modality, especially combined with temporal analysis. In this paper, we investigate how both the use of multimodal data and moving from averages and counts to temporal aspects in a collaborative setting provides a better prediction of learning gains. To address these questions, we analyze multimodal data collected from 25 9–11-year-old dyads using a fractions intelligent tutoring system. Assessing the relation of dual gaze, tutor log, audio and dialog data to students' learning gains, we find that a combination of modalities, especially those at a smaller time scale, such as gaze and audio, provides a more accurate prediction of learning gains than models with a single modality. Our work contributes to the understanding of how analyzing multimodal data in temporal manner provides additional information around the collaborative learning process.","2020","2024-01-08 12:46:05","2024-01-08 12:46:05","2024-01-08 12:46:05","1527-1547","","5","51","","","","","","","","","","en","© 2020 British Educational Research Association","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/bjet.12982","","/Users/htk/Zotero/storage/7I2CZ32G/bjet.html","","","collaborative learning; learning analytics; multimodal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C3M6BQU","conferencePaper","2020","Subburaj, Shree Krishna; Stewart, Angela E.B.; Ramesh Rao, Arjun; D'Mello, Sidney K.","Multimodal, Multiparty Modeling of Collaborative Problem Solving Performance","Proceedings of the 2020 International Conference on Multimodal Interaction","978-1-4503-7581-8","","10.1145/3382507.3418877","https://doi.org/10.1145/3382507.3418877","Modeling team phenomena from multiparty interactions inherently requires combining signals from multiple teammates, often by weighting strategies. Here, we explored the hypothesis that strategic weighting signals from individual teammates would outperform an equal weighting baseline. Accordingly, we explored role-, trait-, and behavior-based weighting of behavioral signals across team members. We analyzed data from 101 triads engaged in computer-mediated collaborative problem solving (CPS) in an educational physics game. We investigated the accuracy of machine-learned models trained on facial expressions, acoustic-prosodics, eye gaze, and task context information, computed one-minute prior to the end of a game level, at predicting success at solving that level. AUROCs for unimodal models that equally weighted features from the three teammates ranged from .54 to .67, whereas a combination of gaze, face, and task context features, achieved an AUROC of .73. The various multiparty weighting strategies did not outperform an equal-weighting baseline. However, our best nonverbal model (AUROC = .73) outperformed a language-based model (AUROC = .67), and there were some advantages to combining the two (AUROC = .75). Finally, models aimed at prospectively predicting performance on a minute-by-minute basis from the start of the level achieved a lower, but still above-chance, AUROC of .60. We discuss implications for multiparty modeling of team performance and other team constructs.","2020-10-22","2024-01-08 12:46:33","2024-01-08 12:46:33","2024-01-08","423–432","","","","","","","ICMI '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","collaborative problem solving; multimodal multiparty modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
