id,paper_id_new,year,paper_title,data,sensor,brand,metric,metric_larger_category,metric_smaller_category,metric_smaller_standardized,metric_IG_category,metric_IG_specific,data_per_metric,outcome_new,outcome_instrument,outcome_smaller_category_new,outcome_larger_category_new,analysis_and_results mm-oo:analysis:resultsig,outcome -significance,test_type_standard,test_grouped,outcome_larger_category_corrected,metric_larger_category_corrected
96,98,2021,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,"II) Video
III) Audio
V) Log Data","II) Camera
III) Microphone
V) Log Data","II) RGB-D
III) NS
V) Learning Platform","1) Affective States
2) Speech Activity
3) Task- Context
4) Gaze Behaviors","1) Head
2) Verbal
3) Log Data
4) Gaze","1) Facial Expressions
2) Speech Participation
3) Task-Related
4) Gaze Motion","1) Facial Expressions
2) Speech Participation
3) Task-Related
4) Gaze Motion","1) Individual
 2) Individual
 3) Individual
 4) Individual","1) pure_indiv
2) pure_indiv
3) content_indiv
4) pure_indiv","1) II
2) III
3) V
4) II",a) learning gain ,a) survey ,a) learning,a) product,"2-A: Kruskal-Wallis: sig
1,2,3-A: sup. machine learning: sig: (0.89)",a) 1,"non-parametric tests
machine learning","between-group
machine-learning",a) product,"1) Head
2) Verbal
3) Log Data
4) Gaze"
97,99,2018,"Supervised machine learning in multimodal learning analytics for estimating success in project-based learning","II) Video
III) Audio
V) Log Data","II) Camera
III) Microphone
V) Log Data","II) NS
III) NS
V) Arduino","1) Total Number Of Faces Looking Toward The Screen (Flls)
2) Total Number Of Connected Arduino Components (Idevhw)
3) Mean Distance Between Hands (Dbh)
4) Mean Hand Movement Speed (Hms)
5) Mean Audio Level (Aud)
6) Mean Arduino Components Activity (Idec)","1) Head
2) Log Data
3) Body
4) Body
5) Verbal
6) Log Data","1) Gross Body Motion
2) Task-Related
3) Hand Motion
4) Hand Motion
5) Speech Features
6) Task-Related","1) Gross Body Motion
2) Task-Related
3) Hand Motion
4) Hand Motion
5) Speech Features
6) Task-Related","1) Group
 2) Individual
 3) Individual
 4) Individual
 5) Individual
 6) Individual","1) indiv_freq_in_group
2) object_indiv
3) pure_indiv
4) pure_indiv
5) pure_indiv
6) object_indiv","1) II
2) V
3) II
4) II
5) III
6) V",a) task performance,a) human evaluation,a) performance,a) product,"3,5-A: regression: sig: (0.8)
1,2,4,6-A: regression: nonsig",a) 1/0,"regression
regression","correlation_regression
correlation_regression",a) product,"1) Body
2) Log Data
3) Body
4) Body
5) Verbal
6) Log Data"
98,100,2020,Modelling Collaborative Problem-solving Competence with Transparent Learning Analytics: Is Video Data Enough?,II) Video,II) Camera,II) NS,"1) Metrics Of Frequency
2) Metrics Of Hands Distance","1) Body
2) Body","1) Hand Motion
2) Hand Motion","1) Hand Motion
2) Hand Motion","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) II
2) II",a) cps competence,a) human evaluation ,a) learning,a) product,"1,2-A: machine learning: sig: (0.75)",a) 1,machine learning,machine-learning,a) process,"1) Body
2) Body"
99,101,2021,An Integrated Observing Technic for Collaborative Learning: The Multimodal Learning Analytics Based on the Video Coding and EEG Data Mining,VIII) EEG,VIII) EEG Sensor,VIII) NS,1) Mediation- Anxiety Level,1) Physiological,1) Brain,1) Brain,1) Individual,1) pure_indiv,1) VIII,a) learning gain ,a) human evaluation ,a) learning ,a) product,1-A: Mann-Whitney U and Kruskal-Wllis tests: sig,a) 1,non-parametric tests,between-group,a) product,1) Physiological
100,102,2021,Inter-brain synchrony in teams predicts collective performance,VIII) EEG ,VIII) EEG Sensor,"VIII) Emotiv
",1) Inter-Brain Synchrony ,1)  Physiological,1) Brain,1) Brain,1) Individual,1) pure_indiv,1) VIII,a) tasks performance,a) mixed - human evaluation & tests,a) performance,a) product,1-A: correlation: sig,a) 1,correlation,correlation_regression,a) product,1)  Physiological
101,103,2001,Eye gaze patterns in conversations: there is more to conversational agents than meets the eyes,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) NS
II) NS","1) Fixation
2) Speech Utterance","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Features","1) Visual Attention
2) Speech Features","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) I
2) III",a) conversational attention,a) human evaluation,a) coordination,a) process,"1,2-A: t-test: sig",a) 1,t-test,between-group,a) process,"1) Gaze
2) Verbal"
102,104,2004,Another person's eye gaze as a cue in solving programming problems,I) Eye Gaze,I) Eye Tracker,I) NS,1) Eye Gaze Trace,1) Gaze,1) Eye Motion,1) Eye Motion,1) Individual,1) pure_indiv,1) I,a) performance,a) log data,a) performance,a) product,1-A: ANOVA: sig,a) 1,ANOVA,between-group,a) product,1) Gaze
103,105,2008,Coordinating cognition: The costs and benefits of shared gaze during collaborative search,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) Eyelink II
III) NS","1) Shared Gaze
2) Shared Voice","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Participation","1) Visual Attention
2) Speech Participation","1) Group
 2) Group","1) synchro
2) synchro","1) I
2) III",a) task performance,a) task outcome,a) performance,a) product,"1,2-A: t-test: sig",a) 1,t-test,between-group,a) product,"1) Gaze
2) Verbal"
104,106,2005,Analyzing and predicting focus of attention in remote collaborative tasks,V) Log Data,V) Log Data,V) NS,"1) Task Properties
2) People's Actions
3) Message Content","1) Log Data
2) Log Data
3) Log Data","1) Task-Related
2) Task-Related
3) Task-Related","1) Task-Related
2) Task-Related
3) Task-Related","1) Individual
 2) Individual
 3) Individual","1) content_indiv
2) content_indiv
3) content_indiv","1) V
2) V
3) V",a) focus attention,a) log data,a) coordination,a) process,"1, 2, 3-A: sup. machine learning: sig: (74.25%)",a) 1,machine learning,machine-learning,a) process,"1) Log Data
2) Log Data
3) Log Data"
105,107,2003,Gestural Communication over Video Stream: Supporting Multimodal Interaction for Remote Collaborative Physical Tasks,X) BVP,X) Digital Pen,X) Dove,1) Gesture Drawing On Video Feed,1) Body,1) Gesture Drawing,1) Gross Body Motion,1) Individual,1) pure_indiv,1) X,a) task performance,a) log data,a) coordination,a) process,1-A: ANOVA: sig,a) 1,ANOVA,between-group,a) process,1) Body
106,108,2007,"Influencing social dynamics in meetings through a peripheral display
","I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) NS
II) NS","1) Attention
2) Speech Time","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Participation","1) Visual Attention
2) Speech Participation","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) I
2) III",a) quality of collaboration,a) log data,a) coordination,a) process,"1-A: t-test: nonsig
2-A: t-test: sig",a) 1/0,"t-test
t-test","between-group
between-group",a) process,"1) Gaze
2) Verbal"
107,109,2002,A Look Is Worth a Thousand Words: Full Gaze Awareness in Video-Mediated Conversation,"I) Eye Gaze
III) Audio
",II) Camera,II) NS,1) Gaze Awareness ,1) Gaze,1) Visual Attention,1) Visual Attention,1) Individual,1) pure_indiv,1) I,"a) task performance
B) collaboration quality","a) log data
B) log data ","a) performance
B) coordination
","a) product
B) process","1-A: ANOVA: sig
1-B: ANOVA: sig","a) 1
b) 1","ANOVA
ANOVA","between-group
between-group","a) product
B) process",1) Gaze
108,110,2009,Recognizing communicative facial expressions for discovering interpersonal emotions in group meetings,II) Video,II) Camera,II) NS,1) Affective State,1) Head,1) Facial Expressions,1) Facial Expressions,1) Individual,1) pure_indiv,1) II,a) Emotion network,a) human evaluation ,a) affective,a) process,1-A: unsup. machine learning: sig ,a) 1,machine learning,machine-learning,a) process,1) Head
109,113,2010,Coordinating spatial referencing using shared gaze,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) Eyelink II
III) NS","1) Shared Gaze
2) Shared Speech ","1) Gaze
2) Verbal ","1) Visual Attention
2) Speech Features","1) Visual Attention
2) Speech Features","1) Group
 2) Group","1) synchro
2) synchro","1) I
2) III",a) collaboration,a) log data ,a) coordination,a) process,"1,2-A: t-test: sig ",a) 1,t-test,between-group,a) product,"1) Gaze
2) Verbal "
110,114,2009,Affective e-Learning: Using “Emotional” Data to Improve Learning in Pervasive Learning Environment,"VIII) EEG
VII) ECG
VI) EDA
X) BVP",VIII) EEG Sensor,"VIII) NS
VII) NS
VI) NS
X) NS","1) Physiological
2) Physiological
3) Physiological
4) Physiological","1) Physiological
2) Physiological
3) Physiological
4) Physiological","1) Brain
2) Brain
3) Brain
4) Brain","1) Brain
2) Brain
3) Brain
4) Brain","1) Individual
 2) Individual
 3) Individual
 4) Individual","1) pure_indiv
2) pure_indiv
3) pure_indiv
4) pure_indiv","1) VIII
2) VII
3) VI
4) X",a) affective states,a) survey,a) affective ,a) process,"1,2,3,4-A: machine learning: sig: (86.30%)",a) 1,machine learning,machine-learning,a) process,"1) Physiological
2) Physiological
3) Physiological
4) Physiological"
111,118,2018,Multimodal Analysis of Group Attitudes Towards Meeting Management,III) Audio,III) Microphone,III) NS,"1) Speech Features
2) Linguisitc Features ","1) Verbal
2) Verbal","1) Speech Features
2) Speech Features","1) Speech Features
2) Speech Features","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) III
2) III",a) social perception,a) survey,a) interpersonal relationship,a) process,"1,2-A: sup. machine learning: sig: (93%)",a) 1,machine learning,machine-learning,a) process,"1) Verbal
2) Verbal"
112,119,2006,"Toward Open-Microphone Engagement
for Multiparty Interactions",III) Audio,III) Microphone,III) NS,"1) Speech Features
2) Speech Features
3) Speech Style","1) Verbal
2) Verbal
3) Verbal","1) Speech Instructions
2) Adjacent Utterances
3) Speech Features","1) Speech Content
2) Speech Features
3) Dialogue Style","1) Individual
 2) Individual
 3) Individual","1) content_indiv
2) pure_indiv
3) pure_indiv","1) III
2) III
3) III","a) amplitude difference
B) command usage","a) log data
B) human evaluation","a)communication
B)communication","a) process
B) process","1,2,3-A: t-test: sig
1,2,3-B: t-test: sig","a) 1
b) 1","t-test
t-test","between-group
between-group","a) process
B) process","1) Verbal
2) Verbal
3) Verbal"
113,120,2011,Evaluation of user gestures in multi-touch interaction: a case study in pair-programming,II) Video,II) Camera,II) NS,1) Gesture Fluency,1) Body,1) Gesture Fluency,1) Gross Body Motion,1) Individual,1) pure_indiv,1) II,a) communicative intent ,a) human evaluation,a)communication,a) process,1-A: ANOVA: sig,a) 1,ANOVA,between-group,a) process,1) Body
114,121,2009,"Towards adapting fantasy, curiosity and challenge in multimodal dialogue systems for preschoolers",III) Audio,III) Microphone,III) NS,1) Speech Usage,1) Verbal,1) Speech Features,1) Speech Features,1) Individual,1) pure_indiv,1) III,"a) task performance
B) curiosity ","a) human evaluation
B) human evaluation","a) performance
B) affective","a) product
B) process","1-A: correlation: sig: (r=0.406)
1-B: correlation: sig: (r=0.224)","a) 1
B) 1","correlation
correlation","correlation_regression
correlation_regression","a) product
B) process",1) Verbal
115,122,2008,"Multimodal recognition of personality traits in social interactions

","II) Video
III) Audio","II) Camera
III) Microphone","III) NS
II) NS","1) Gross Body Movements
2) Speech Features ","1) Body
2) Verbal","1) Gross Body Motion
2) Speech Features ","1) Gross Body Motion
2) Speech Features ","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) II
2) III",a) personality,a) survey,a) group composition,a) condition,"1,2-A: sup. machine learning: sig: (90%)",a) 1,machine learning,machine-learning,a) condition,"1) Body
2) Verbal"
116,123,2009,Modeling the Personality of Participants During Group Interactions,"II) Video
III) Audio","II) Camera
III) Microphone","III) NS
II) NS","1) Gross Body Movements
2) Speech Features ","1) Body
2) Verbal","1) Body
2) Speech Features ","1) Gross Body Motion
2) Speech Features ","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) II
2) III",a) personality,a) survey,a) group composition,a) condition,"1,2-A: sup. machine learning: sig: (90%)",a) 1,machine learning,machine-learning,a) condition,"1) Body
2) Verbal"
117,124,2009,"Automatic prediction of individual performance from thin slices of social behavior","II) Video
III) Audio","II) Camera
III) Microphone","III) NS
II) NS","1) Gross Body Movements
 2) Speech Features","1) Body
2) Verbal","1) Body
2) Speech Features ","1) Gross Body Motion
2) Speech Features ","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) II
2) III",a) task performance,a) human evaluation,a) performance,a) product,"1,2-A: unsup. machine learning: sig: (50%)",a) 0,machine learning,machine-learning,a) product,"1) Body
2) Verbal"
118,125,2006,Combining audio and video to predict helpers' focus of attention in multiparty remote collaboration on physical tasks,"II) Video
III) Audio","II) Camera
III) Microphone","II) NS
III) NS","1) Gross Body Movements
2) Dialogue Episodes","1) Body
2) Verbal","1) Worker's Actions
2) Dialogue ","1) Gross Body Motion
2) Speech Features","1) Individual
 2) Group","1) pure_indiv
2) synchro","1) II
2) III",a) attention,a) human evaluation,a) coordination,a) process,"1,2-A: sup. machine learning: sig: (81.79%)",a) 1,machine learning,machine-learning,a) process,"1) Body
2) Verbal"
119,126,2009,Predicting remote versus collocated group interactions using nonverbal cues,III) Audio,III) Microphone,III) NS,"1) Speech Length
2) Speaking Turns
3) Successful Interruptions
4) Backchannels
5) Fraction Of Overlapped Speech
6) Fraction Of Silence","1) Verbal
2) Verbal
3) Verbal
4) Verbal
5) Verbal
6) Verbal
7) Verbal","1) Speech Features
2) Speech Features
3) Speech Features
4) Speech Features
5) Speech Features
6) Speech Features
7) Speech Features","1) Speech Features
2) Speech Features
3) Speech Features
4) Speech Features
5) Speech Features
6) Speech Features
7) Speech Features","1) Individual
 2) Group
 3) Group
 4) Individual
 5) Group
 6) Group","1) pure_indiv
2) indiv_freq_in_group
3) indiv_freq_in_group
4) pure_indiv
5) synchro
6) synchro","1) III
2) III
3) III
4) III
5) III
6) III","a) type of meeting
B) collocated meeting inference
c) participation","a) log data
B) log data
c) log data","a) coordination
B) coordination
c) engagement","a) process
B) process
c) process","2-A: unsup. machine learning: sig: (70%)
2-B: unsup. machine learning: sig: (81%)
1-C: unsup. machine learning: sig: (50%)","a) 1
B) 1
c) 0","machine learning
machine learning
machine learning","machine-learning
machine-learning
machine-learning","a) process
B) process
c) process","1) Verbal
2) Verbal
3) Verbal
4) Verbal
5) Verbal
6) Verbal
7) Verbal"
120,127,2007,Reciprocal attentive communication in remote meeting with a humanoid robot,II) Video ,II) Camera,II) NS,1) Gaze Frequency,1) Gaze,1) Gaze Frequency,1) Eye Motion,1) Individual,1) pure_indiv,1) II,a) conversational attention,"a) survey
",a) coordination,a) process,1-A: Tukey’s HSD test: sig,a) 1,other,between-group,a) process,1) Gaze
121,128,2001,Estimating focus of attention based on gaze and sound,"I) Eye Gaze
III) Audio","I) Camera
III) Microphone","I) NS
III) NS","1) Gaze Focus
2) Sound Focus","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Features ","1) Visual Attention
2) Speech Features ","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) I
2) III",a) focus of attention,a) human evaluation ,a) coordination,a) process,"1,2-A: sup. machine learning: (74.8%)",a) 1,machine learning,machine-learning,a) process,"1) Gaze
2) Verbal"
122,129,2010,Gaze quality assisted automatic recognition of social contexts in collaborative Tetris,"I) Eye Gaze
V) Log Data ","I) Eye Tracker
V) Own Application","I) Tobii 1750
V) NS","1) Gaze Fixations
2) Gaze Saccades
3) Task Actions","1) Gaze
2) Gaze
3) Log Data","1) Visual Attention
2) Eye Motion
3) Task-Related ","1) Visual Attention
2) Eye Motion
3) Task-Related ","1) Individual
 2) Individual
 3) Individual","1) pure_indiv
2) pure_indiv
3) content_indiv","1) I
2) I
3) V",a) group contexts ,a) human evaluation ,a) coordination,a) process,"1,2,3-A: sup. machine learning: sig: (81.43%)",a) 1,machine learning,machine-learning,a) process,"1) Gaze
2) Gaze
3) Log Data"
123,131,2010,Putting the Pieces Together: Multimodal Analysis of Social Attention in Meetings,"I) Eye Gaze
II) Video
III) Audio","II) Camera
III) Microphone","II) NS
III) NS","1) Eye Gaze Directions
2) Head Movements
3) Speech Features","1) Gaze
2) Body
3) Verbal","1) Visual Attention
2) Hand Motion
3) Speech Features","1) Visual Attention
2) Hand Motion
3) Speech Features","1) Individual
 2) Individual
 3) Individual","1) pure_indiv
2) pure_indiv
3) pure_indiv","1) I
2) II
3) III",a) focus of attention ,a) human evaluation ,a) coordination,a) process,"1,2,3-A: sup. machine learning: sig: (94.6%)",a) 1,machine learning,machine-learning,a) process,"1) Gaze
2) Body
3) Verbal"
124,132,1999,Modeling focus of attention for meeting indexing,"I) Eye Gaze
IV) Kinesiology","I) Camera
IV) Motion Detecting Sensor ","II) NS
IV) Polhemus Pose Tracker","1) Eye Gaze Directions
2) Head Movements","1) Gaze
2) Head","1) Visual Attention
2) Head Motion ","1) Visual Attention
2) Head Motion ","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) I
2) IV",a) focus of attention ,"a) human evaluation
",a) coordination,a) process,"1,2-A: sup. machine learning: sig: (93%)",a) 1,machine learning,machine-learning,a) process,"1) Gaze
2) Head"
125,133,2002,Modeling focus of attention for meeting indexing based on multiple cues,"I) Eye Gaze
III) Audio
IV) Kinesiology","I) Camera
III) Microphone
IV) Motion Detecting Sensor ","I) NS
III) NS
IV) Polhemus Pose Tracker","1) Eye Gaze Directions
2) Head Movements
3) Speech Features","1) Gaze
2) Head
3) Verbal","1) Visual Attention
2) Head Motion
3) Speech Features","1) Visual Attention
2) Head Motion
3) Speech Features","1) Individual
 2) Individual
 3) Individual","1) pure_indiv
2) pure_indiv
3) pure_indiv","1) I
2) IV
3) III",a) focus of attention,a) human evaluation,a) coordination,a) process,"1,2,3-A: sup. machine learning: (76%)",a) 1,machine learning,machine-learning,a) process,"1) Gaze
2) Head
3) Verbal"
126,134,2009,Mediated attention with multimodal augmented reality,I) Eye Gaze,I) Eye Tracker,I) NS,1) Reaction Time,"1) Gaze
2) Head
3) Verbal","1) Visual Attention
2) Head Motion
3) Speech Features ","1) Visual Attention
2) Head Motion
3) Speech Features ",1) Individual,1) pure_indiv,1) I,"a) search time
B) error rate","a) log data
B) human evaluation","a) performance
B) performance","a) product
B) product","1-A: t-test: sig
1-B: t-test: sig","a) 1
B) 1","t-test
t-test","between-group
between-group","a) process
B) product","1) Gaze
2) Head
3) Verbal"
127,135,2008,Implicit user-adaptive system engagement in speech and pen interfaces,"III) Audio
V) Log Data","III) Microphone
V) Digital Pen","III) NS
V) NS","1) Speech Amplitude
2) Pen Pressure","1) Verbal
2) Log Data","1) Speech Features
2) Task-Related","1) Speech Features
2) Task-Related","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) III
2) V",a) task performance,a) research coded,a) performance,a) product,"1-A: t-test: sig
2-A: t-test: nonsig",a) 1/0,"t-test
t-test","between-group
between-group",a) product,"1) Verbal
2) Log Data"
128,136,2007,Gaze-communicative behavior of stuffed-toy robot with joint attention and eye contact based on ambient gaze-tracking,I) Eye Gaze,I) Eye Tracker,I) NS,"1) Reaction To Eye Contact
2) User-Initiative Joint Attention","1) Gaze
2) Gaze","1) Visual Attention
2) Visual Attention","1) Visual Attention
2) Visual Attention","1) Group
 2) Group","1) synchro
2) synchro","1) I
2) I","a) subconscious interest
B) favorable feeling","a) survey
B) survey","a) engagement
B) interpersonal relationship
","a) process
B) process","1-A: t-test: sig
2-B: t-test: sig","a) 1
B) 1","t-test
t-test","between-group
between-group","a) process
B) process","1) Gaze
2) Gaze"
129,137,2008,Multi-party focus of attention recognition in meetings from head pose and multimodal contextual cues,"III) Audio
IV) Kinesiology
V) Log Data","III) Microphone
IV) Camera
V) Log Data","III) NS
IV) NS
V) NS","1) Speech Features
2) Head Rotations
3) Slide Data ","1) Verbal
2) Head
3) Log Data","1) Speech Features
2) Head Motion
3) Task-Related ","1) Speech Features
2) Head Motion
3) Task-Related ","1) Individual
 2) Individual
 3) Individual","1) pure_indiv
2) pure_indiv
3) pure_indiv","1) III
2) IV
3) V",a) focus of attention ,"a) human evaluation
",a) coordination,a) process,"1,2,3-A: unsup. machine learning: (46.7%)",a) 0,machine learning,machine-learning,a) process,"1) Verbal
2) Head
3) Log Data"
130,138,2008,Multimodal Real-Time Focus of Attention Estimation in SmartRooms,IV) Kinesiology,IV) Camera,IV) NS,1) Head Rotation,1) Head,1) Head Motion,1) Head Motion,1) Individual,1) pure_indiv,1) IV,a) focus of attention ,"a) human evaluation
",a) coordination,a) process,1-A: unsup. machine learning: (85%),a) 1,machine learning,machine-learning,a) process,1) Head
131,139,2000,"Coordination of communication: effects of shared visual context on collaborative work","II) Video
III) Audio","II) Camera
III) Microphone","II) NS
III) NS","1) Gesture
2) Communication Quality","1) Body
2) Verbal","1) Gross Body Motion
2) Speech Participation","1) Gross Body Motion
2) Speech Participation","1) Individual
 2) Individual","1) pure_indiv
2) content_indiv","1) II
2) III",a) task performance,a) human evaluation,a) performance,a) product,"1-A: ANOVA: nonsig
2-A: ANOVA: nonsig",a) 1,"ANOVA
ANOVA","between-group
between-group",a) product,"1) Body
2) Verbal"
132,140,2003,"Effects
of head-mounted and scene-oriented video systems on
remote collaboration on physical tasks",I) Eye Gaze,I) Eye Tracker,I) NS,1) Focus Of Attention,1) Gaze,1) Visual Attention,1) Visual Attention,1) Individual,1) pure_indiv,1) I,"a) task performance
B) quality of assistance
c) communication efficiency","a) task outcome
B) survey
c) survey","a) performance
B) coordination
c) communication","a) product
B) process
c) process","1-A: ANOVA: sig
1-B: ANOVA: sig
1-C: ANOVA: sig","a) 1
B) 1
c)  1","ANOVA
ANOVA
ANOVA","between-group
between-group
between-group","a) product
B) process
c) process",1) Gaze
133,141,2022,"RemoteCoDe: Robotic Embodiment for Enhancing Peripheral Awareness in Remote Collaboration Tasks",IV) Kinesiology,IV) Camera,IV) NS,1) Head Rotation,1) Body,1) Head Motion,1) Head Motion,1) Individual,1) pure_indiv,1) IV,"a) peripheral awareness
","a) human evaluation
",a) engagement,a) process,1-A: t-test: sig,a) 1,t-test,between-group,a) process,1) Body
134,142,2018,EEG in classroom: EMD features to detect situational interest of students during learning,VIII) EEG ,VIII) EEG Sensor,VIII) Enobio EEG,1) Brain Waves Patterns ,1) Physiological,1) Brain,1) Brain,1) Individual,1) pure_indiv,1) VIII,a) situational Interest ,a) survey,a) engagement,a) process,1-A: sup. machine learning: (93.3%),a) 1,machine learning,machine-learning,a) process,1) Physiological
135,143,2007,Speakers’ eye gaze disambiguates referring expressions early during face-to-face conversation,I) Eye Gaze,I) Eye Tracker,I) NS,1) Eye Movements,1) Gaze,1) Visual Attention,1) Visual Attention,1) Individual,1) pure_indiv,1) I,"a) conversational contents
B) orienting effect","a) log data
B) human evaluation","a) communication
B) coordination","a) process
B) process","1-A: ANOVA: sig
1-B: t-test: sig","a) 1
B) 1","ANOVA
t-test","between-group
between-group","a) process
B) process",1) Gaze
136,144,2008,Meeting mediator: enhancing group collaboration with sociometric feedback,III) Audio,III) Microphone,III) NS,1) Speech Time,1) Verbal,1) Speech Features,1) Speech Features,1) Individual,1) pure_indiv,1) III,"a) speaking dynamics
B) group interaction
c) distraction level","a) log data
B) human evaluation
c) human evaluation","a) communication
B) engagement
c) engagement","a) process
B) process
c) process","1-A: ANOVA: sig
1-B: ANOVA: sig
1-C: ANOVA: sig","a)1
B) 1
c) 1","ANOVA
ANOVA
ANOVA","between-group
between-group
between-group","a) process
B) process
c) process",1) Verbal
137,145,2007,"Using audio and video features to classify the most dominant person in a group meeting","III) Audio
IV) Kinesiology","III) Microphone
IV) Camera","III) NS
IV) NS","1) Speech Length
2) Speaking Energy
3) Motion Activity","1) Verbal
2) Verbal
3) Body","1) Speech Features
2) Speech Features
3) Gross Body Motion","1) Speech Features
2) Speech Features
3) Gross Body Motion","1) Individual
 2) Individual
 3) Individual","1) pure_indiv
2) pure_indiv
3) pure_indiv","1) III
2) III
3) IV",a) dominance,a)assigned,a) group composition,a) condition,"1-A: sup. machine learning: (85%)
2-A: sup. machine learning: (82%)
3-A: sup. machine learning: (62%)",a) 1/0,"machine learning
machine learning
machine learning","machine-learning
machine-learning
machine-learning",a) process,"1) Verbal
2) Verbal
3) Body"
138,146,2008,Visual focus of attention estimation from head pose posterior probability distributions,IV) Kinesiology,IV) Camera,IV) NS,1) Head Pose,1) Head,1) Head Motion,1) Head Motion,1) Individual,1) pure_indiv,1) IV,a) focus of attention ,"a) human evaluation
",a) coordination,a) process,1-A: unsup. machine learning: sig: (53.6%),a) 1,machine learning,machine-learning,a) process,1) Head
139,147,2010,Towards High-Level Human Activity Recognition through Computer Vision and Temporal Logic,"II) Video
III) Audio
IV) Kinesiology","II) Camera
III) Microphone
IV) Camera","II) NS
III) NS
IV) NS","1) Focus Of Attention
2) Gestures
3) Speech Features ","1) Gaze
2) Body
3) Verbal","1) Visual Attention
2) Gross Body Motion
3) Speech Features ","1) Visual Attention
2) Gross Body Motion
3) Speech Features ","1) Individual
 2) Individual
 3) Individual","1) pure_indiv
2) pure_indiv
3) pure_indiv","1) II
2) IV
3) III",a) group activity,a)human evaluation,a) coordination,a) process,"1,2,3-A: unsup. machine learning: (74.4%)",a)1,machine learning,machine-learning,a) process,"1) Gaze
2) Body
3) Verbal"
140,148,2018,Biosignals reflect pair-dynamics in collaborative work: EDA and ECG study of pair-programming in a classroom environment,"VI) EDA
VII) ECG","VI) Wearable Sensor
VII) Wearable Sensor","VI) Shimmer 3 Gsr+
VII) Emotion Faros 180",1) Social Physiological Compliance (Spc),1) Physiological,1) Combined,1) Combined,1) Individual,1) pure_indiv,"1) VI, VII",a) task performance,a) log data ,a) performance,a) product,1-A: minimum-width envelope: sig,a) 1,minimum-width envelope,between-group,a) product,1) Physiological
141,149,2022,"Toward Automated Detection of Phase Changes in Team Collaboration
",III) Audio,III) Microphone,III) NS,1) Speech Features,1) Verbal,1) Speech Features,1) Speech Features,1) Individual,1) pure_indiv,1) III,a) coordination,a) research coded,a) coordination,a) process,1-A: sup. machine learning: (40%),a) 0,machine learning,machine-learning,a) process,1) Verbal
142,150,1999,Modeling people's focus of attention,IV) Kinesiology,IV) Camera,IV) NS,1) Head Rotation,1) Head,1) Head Motion,1) Head Motion,1) Individual,1) pure_indiv,1) IV,a) focus of attention ,"a) human evaluation
",a) coordination,a) process,1-A: unsup. machine learning: (93%),a) 1,machine learning,machine-learning,a) process,1) Head
143,151,2001,Social physiological compliance as a determinant of team performance,"VI) EDA
VII) ECG
XII) Other","VI) Wearable Sensor, Wristband
VII) ECG
XII) Other","VI) NS
VII) NS
XII) NS",1) Physiological Compliance ,1) Physiological,1) Combined,1) Combined,1) Individual,1) pure_indiv,"1) VI, VII, XII","a) task performance
B) task performance
c) coordination","a) task outcome
B) human evaluation
c) human evaluation","a) performance
B) performance
c) coordination","a) product
B) product
c) process","1-A: regression: sig
1-B: regression: nonsig
1-C: regression: nonsig","a) 1
B) 0
c) 0","regression
regression
regression","correlation_regression
correlation_regression
correlation_regression","a) product
B) product
c) process",1) Physiological
144,152,2011,Modelling Symmetry of Activity as an Indicator of Collocated Group Collaboration,"III) Audio
V) Log Data","III) Microphone
V) Log Data","III) NS
V) NS","1) Verbal Participation
2) Physical Participation","1) Verbal
2) Log Data","1) Speech Features
2) Physical Participation","1) Speech Features
2) Task-Related","1) Individual
 2) Individual","1) pure_indiv
2) pure_indiv","1) III
2) V",a) collaboration,a) human evaluation,a) coordination,a) process,"1,2-A: unsup. machine learning: (60%)","a) 0
",machine learning,machine-learning,a) process,"1) Verbal
2) Log Data"
