ID updated,Paper_id_ new,,paper_id,coder,RQ,main_goal_keyword,main_goal_sentence,task,experimental_conditions,results,sample_size,feedback,study_setting,contributions,motivation,subject_demographics,broader_implications,inference_for_future_practice
96,97,,The NISPI framework: Analysing collaborative problem-solving from students' physical interactions,zoe,The overarching research aim of this study is to investigate the four aspects of CPS via nonverbal indexes of students' physical engagement.,,The overarching research aim of this study is to investigate the four aspects of CPS via nonverbal indexes of students' physical engagement.,building a working prototype using an Arduino-based physical computing kit,NS,The results show that the NISPI framework can be used to judge students' CPS competence levels accurately based on their non-verbal behaviour data. ,I = 45,,lab,,,"which nine are in the first year of their secondary education (aged 11e12 years) from a girls-only secondary school in the UK, and the other thirty-six are Engineering students at a European Uni- versity, with an average age of 20 years old, three female and thirty three male. ",,
97,98,,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,zoe,"What do learners’ visible behavior profles reveal about learning in a collaborative
 open-ended learning activity?",,"The goal of this paper is to build a multi-modal understanding of learning vs non-learning
 as it happens in a collaborative open-ended activity","an open-ended learning
 task around interactive tabletops with a robot mediator",NS," The amount of speech interaction and the overlap of
 speech between a pair of learners are behavior patterns that strongly distinguish between
 learning and non-learning pairs. Delving deeper, fndings suggest that overlapping speech
 between learners can indicate engagement that is conducive to learning.","I= 64, G= 32",,lab,,,9-12 years,,
98,99,,"Supervised machine learning in multimodal learning analytics
for estimating success in project-based learning",zoe,Which features of student group work are good predictors of team success in open-ended tasks with physical computing? T,,"This paper investigates the use of diverse sensors, including computer vision, user-generated content, and data from the learning objects (physical computing components), to record high-fidelity synchro- nised multimodal recordings of small groups of learners interacting. ",,NS,"The results illustrate that state-of-the-art computational techniques can be used to generate insights into the ""black box"" of learning in students' project-based activities. The features identified from the analysis show that distance between learners' hands and faces is a strong predictor of students' artefact quality, which can indicate the value of student collab- oration. ","I = 18, G =6",,ecological,,,university,,
99,100,,Modelling Collaborative Problem-solving Competence with Transparent Learning Analytics: Is Video Data Enough?,zoe,"1) What automated metrics from video data can be used to predict students’ speaking, making, listening and watching behaviours during collaborative learning activities?
2) To what extent can video data analytics accurately predict learners’ CPS competence?",,Our ultimate goal is to generate transparent and explainable models that predict learners’ CPS competences from video data.,Design tasks (engineering),NS,"Although the decision trees illustrate that the automated metrics from video data can be used to predict CPS competence better than baseline, the accuracy of the decision trees need to be improved. The accuracy of the transparent models we built are inferior to previous LA work in the field that involves multimodal data ","I = 45, G=15 ",,lab,,,"18 engineering students (17 male, 1 female). Their average age was 20 years old",,
100,101,,An Integrated Observing Technic for Collaborative Learning: The Multimodal Learning Analytics Based on the Video Coding and EEG Data Mining,zoe,,, it is an integrated observation technic to represent it at both macro and micro levels through video coding and electroencephalogram (EEG) data mining,,NS,"6 participants, 2 groups","I = 6, G= 2",,ecological,,,"3 females and 6 males, who were third grade engineering students in one normal university.",,
101,102,,Inter-brain synchrony in teams predicts collective performance,zoe, examine the relationship between group identification and inter-brain synchrony in explaining collective per- formance,,This design allowed us to examine the relationship between group identification and inter-brain synchrony in explaining collective per- formance. ,Problem-solving tasks,NS,These results suggest that inter-brain synchrony can be informative in understanding collective performance among teams where self-report measures may fail to capture behavior.,"I= 174, G= 44",,ecological,,,university,,
102,103,,,kavie,"H1: On average, significantly more time is spent gazing at the individual one listens or speaks to, than at others
H2: On average, significantly more time is spent gazing at each person when addressing a group of three, than at others when addressing a single individual
H3: On average, time spent gazing at each individual when addressing a group of three is significantly more than one third of the time spent gazing at a single addressed individual
H4: On average, significantly more time is spent gazing at the individual one listens to, than at the individual one speaks to",,"1. In this paper, we present an experiment aimed at evaluating whether gaze directional cues of users could be used for establishing who is talking to whom","Subjects participated in four 8-minute sessions: one in which we recorded where they looked using a desk-mounted eye tracker, and three in which they were conversational partners only. ",,"1. Results indicate that when someone is listening or speaking to individuals, there is indeed a high probability that the person looked at is the person listened (p=88%) or spoken to (p=77%).
2. We conclude that gaze is an excellent predictor of conversational attention in multiparty conversations.",I=24,,lab,,,"19 male, 5 female, university students",,
103,104,,,kavie,H1: If seeing one person's visual focus of attention (represented as an eyegaze cursor) while debugging software (displayed as text on a screen) can be helpful to another person doing the same task. ,,"1. We set out to demonstrate that having a visual representation of one person's eye gaze can improve another's performance in a visuo-spatial domain, namely, debugging computer programs.",Programmers visited lab and found bugs in programs,,"1. Another person's eye gaze, produced instrumentally (as opposed to intentionally, like pointing with a mouse), can be a useful cue in problem solving.
2. This finding supports the potential of eye gaze as a valuable cue for collaborative interaction in a visuo-spatial task conducted at a distance.",I=10,,lab,,,expert software engineers,,
104,105,,,kavie,"H1: To what extent does collaborative search produce meaningful benefits over soli- tary search?
H2: How do people coordinate during collaborative search?
H3: What communication medium best mediates time-critical collaborative search?",,"1. In this study, we use the grounding framework and a visual search task to study the behavioral coordination underlying collaboration.","Participants searched for an O among Qs oriented at 0°, 90°, 180°, and 270°.","1) Shared-Gaze (SG)
2) Shared-Voice (SV)
3) SG+V
4) No-Communication (NC)
5) One-person (1P)","1. People can successfully communicate and coordinate their searching labor using shared gaze alone.
2. Strikingly, shared gaze search was even faster than shared-gaze-plus-voice search; speaking incurred substantial coordina- tion costs.
3. We conclude that shared gaze affords a highly efficient method of coordinating par- allel activity in a time-critical spatial task.",G=40; I=20,,lab,,,graduate students,,
105,106,,,kavie,"H1: We hypothesize that if we can show the remote helper the desired view of the worker’s environment in any specific instance of the task automatically, it will free the helper from having to control the camera.","In this research, we are interested in the relationship between spoken utterances and gaze. Our goal is to predict focus of attention from keywords extracted from the dialogue during a collative physical task, i.e., Talk -to-Look.",,The helper and worker collaborated to construct a series of puzzles.,"1) Differentiability of the puzzle pieces (solid colors vs. shaded)
2) Complexity of the puzzle (5, 10, 15)","The results further suggest that a helper’s desired focus of attention can be predicted based on task properties, his/her partner’s actions, and message properties.",G=12; I=24,,lab,,,college and graduate students,,
106,107,,,kavie,H1: We hypothesized that DOVE’s drawing component would improve communication over a scene camera alone because it allows helpers to display a full range of pointing and representational gestures.,,"In this research, our goal is to develop technologies to support communication through speech and gesture during collaborative physical tasks.",build a large toy robot,"1) Scene camera only: helper could view the output of the IP camera focused on the workers task environment, but could not manipulate the video feed;
2) DOVE + manual erasure of gestures: helper could draw on the video feed but had to manually erase their gestures; and
3) DOVE + automatic erasure of gestures: helpers could draw on the video feed and the gestures faded out after 3 seconds.","As hypothesized, performance was significantly faster with the DOVE system than with the network IP camera alone (see Figure 11). Performance was also faster with the auto-erase function enabled than when helpers had to manually erase their gestures.",G=14; I=28,,lab,,,,,
107,108,,,kavie,"H1: Speaking time will be distributed more equally in sessions with feedback than in sessions without feedback. Concretely,
participants who under-participate without feedback will
participate more in the presence of feedback and participants who over-participate without feedback will participate less when
feedback is presented.
H2: Speakers’ visual attention will be distributed more equally
among listeners when feedback is present than without feedback.
H3: Visual attention from listeners for the speaker will be higher in sessions with feedback.
H4: Participants’ satisfaction about group communication and
performance will be higher in the presence of feedback.",,"In this paper we focus on social dynamics and we are interestedin investigating whether we can influence the social dynamics ofa meeting by providing feedback to the meeting participants.","Each group participated in two discussionsessions in which the members had to reach agreement on aparticular topic.","1) feedback about speaking time and visual attention
was provided in the form of a visualization
2) in the other condition nofeedback was provided","It was found that the presence of the feedback about speaking
time influenced the behaviour of the participants in such a way
that it made over-participators to behave less dominant and
under-participators to become more active. Feedback on eye gaze
behaviour did not affect participants’ gazing behaviour (both for
listeners and for speakers) during the meeting.","G=19; I=76
G=2; I=6",,lab,,,,,
108,109,,A Look Is Worth a Thousand Words: FullGaze Awareness in Video-MediatedConversation,zoe,The hypothesis that full gaze awareness can perform the function of check andalign games nonverbally,"Full gaze awareness,defined here as knowing what someone is looking at, might be ex-pected to be a powerful communicative resource when the conversation concerns someobject of common interest in the environment. This article sets out to demonstrate thispossibility in the context of video-mediated communication.",hypothesis that full gaze awareness can perform the function of check andalign games nonverbally,E learning ,"1)GA DisplayVideo
2)Tunnel Only
3) Audio Only","1.  Making full gaze awareness possible considerably reduces the amount oftalk and, even more notably, the degree to which participants need to verballycheck their own and the other person’s understanding of what has been said.2.  Any advantage provided by a view of the face (facial expression and mu-tual gaze) is smaller than the advantage provided by full gaze awarenessand not detectable in this experiment.",G=24; I=48,,lab,,,,,
109,110,,Recognizing communicative facial expressions for discovering interpersonal emotions in group meetings,zoe,"Our goal is to automatically discover the interpersonal emotions that
evolve over time in meetings, e.g. how each person feels
about the others, or who affectively influences the others
the most. A",,"This paper proposes a novel facial expression recognizer and
describes its application to group meeting analysis. ",group meeting ,none,A four-person meeting captured by an omnidirectional video system is used to confirm the effectiveness of the proposed method and the potential of our approach for deep understanding of human relationships developed through communications,"G= 1, I =4",,lab,,,,,
110,113,,Coordinating spatial referencing using shared gaze,zoe ,how emotion evolves during learning process and how emotion feedback could be used to improve learning experiences.,this study explored how emotion evolves during learning process and how emotion feedback could be used to improve learning experiences.,,," SG, shared gaze; SGV, shared gaze plus speech;
SV, shared voice; NC, no communication","These results suggest that sharing gaze can be more efficient than speaking when people
collaborate on tasks requiring the rapid communication of spatial information","I =32, G =16",,lab,University ,,,,
111,114,,Affective e-Learning: Using “Emotional” Data to Improve Learning in Pervasive Learning Environment,zoe ,this study explored how emotion evolves during learning process and how emotion feedback could be used to improve learning experiences.,,this study explored how emotion evolves during learning process and how emotion feedback could be used to improve learning experiences.,online learning ,NS,Experiments indicated the superiority of emotion aware over non-emotion-aware with a performance increase of 91%.,"G = 1, I =2 (online tutoring)",,university ,,,,,
112,118,Deleted 115-117,Multimodal Analysis of Group Attitudes Towards Meeting Management,zoe,We hypothesize that linguistic information is useful when trying to detect complex attitudes that may only subtly manifest themselves in group situations.,,"We present experimental results on the task of automatically predicting group members’ attitudes about management of their meeting,
based on linguistic and acoustic features derived from the meeting
recordings and transcripts. T",group meeting ,none,"A key finding is that features of linguistic content by themselves yield poor
prediction performance on this task, but the best results are found
by combining acoustic and linguistic features in a multimodal prediction model. ","G= 3, I =12",,,,,,,
113,119,,"Toward Open-Microphone Engagementfor Multiparty Interactions",kavie,"1. We hypothesized that speakers would use substantially
higher amplitude when addressing a computer compared
with human peers
2. We hypothesized that substantial,
abrupt, and bi-directional amplitude shifts would occur
across adjacent utterance boundaries representing such
changes in interlocutor.
3. We hypothesized that amplitudedifferences would be largest when lexical markers wereabsent, and attenuated when present.
4. We hypothesized large individualdifferences among speakers in the adoption of commandstylespeech, and also a higher ratio of such input directedto computers.",,"Given the dynamic way people useamplitude to capture and direct an addressee’s attention, in thisstudy we focus on amplitude as a potential marker of intendedinterlocutor during computer-assisted group interactions.","solve basic geometry andalgebra problems,","1. low
2. moderate
3. very-high","Results
revealed that amplitude was 3.25dB higher when users
addressed a computer rather than human peer when no lexical
marker of intended interlocutor was present, and 2.4dB higher
for all data. ",G=6; I=18,,lab,,,,,
114,120,,Evaluation of user gestures in multi-touch interaction: a case study in pair-programming,kavie,"1. is multi-touch better than the desktop for some traditional application?
2. can gesticulation be used as a suitable signal of natural interaction justifying  the chain that more gestures provoke a more natural, and, thus, better interaction?",,"Is there any practicaladvantage (e.g., in terms of efficient problem solving) when usinga natural interface?",review snippets of C code,"1. Desktop
2. Multi-touch","Weshow how the adoption of a multi-touch user interface fosters asignificant, observable and measurable, increase of nonverbalcommunication in general and of gestures in particular, that inturn appears related to the overall performance of the users in thetask of algorithm understanding and debugging.",G=22; I=44,,lab,,,,,
115,121,,"Towards Adapting Fantasy, Curiosity and Challenge in
Multimodal Dialogue Systems for Preschoolers",kavie,"We investigate how fantasy, curiosity and challenge con-
tribute to the user experience in multimodal dialogue com-
puter games for preschool children.",,,"The tasks selectedwere (the target age group for each task is shown in paren-thesis): animal recognition (ages 3-4), shape recognition(ages 4-5), quantity comparison (ages 3-4), number recog-nition (ages 5-6) and addition (ages 5-6).",,"Results show high speech usage and high curiosity levels in the application correlate well with task completion, showing that preschoolers become more engaged when multimodal interfaces are speech enabled and contain curiosity elements.",I=9,,lab,,,,,
116,122,,"Multimodal recognition of personality traits in social interactions
Authors
",zoe,This paper targets the automatic detection of personality traits in a meeting environment by means of audio and visual features; information about the relational context is captured by means of acoustic features designed to that purpose. T,,This paper targets the automatic detection of personality traits in a meeting environment by means of audio and visual features; information about the relational context is captured by means of acoustic features designed to that purpose. T,group problem solving in a meeting,NS,"The outcomes improve considerably over existing results, provide evidence about the feasibility of the multimodal analysis of personality, the role of social context, and pave the way to further studies addressing different features setups and/or targeting different personality traits.","G=1, I = 4",,lab,,,,,
117,123,,Modeling the Personality of Participants During Group Interactions,zoe,"target the automatic prediction of two personality traits, Extraversion and Locus of Control, in a meeting scenario using visual and acoustic features",," In this paper we target the automatic prediction of two personality traits, Extraversion and Locus of Control, in a meeting scenario using visual and acoustic features",group problem solving in a meeting,NS,"We designed our task as a regression one where the goal
is to predict the personality traits‘ scores obtained by the meeting participants.
Support Vector Regression is applied to thin slices of behavior, in the form of
1-minute sequences.","G=1, I = 4",,lab,,,,,
118,124,,"Automatic prediction of individual performance from"" thin slices"" of social behavior",zoe,"This paper targets the automatic detection of individual
performances in group tasks by means of short sequences, ‘‘thin
slices’’, of nonverbal behavior. ",,"This paper addresses the prediction of individual performance in
group tasks by means of short sequences of nonverbal behavior
(‘‘thin slices’’)",Mission Survival Task - group problem solving ,NS,"Few social signals (a subset of Emphasis and general visual
activity features) have turned out to be enough to take accuracy
close to 0.5 and provide a statistically significant improvement
over the trivial classifier.","G=1, I = 4",,lab,,,,,
119,125,,Combining audio and video to predict helpers' focus of attention in multiparty remote collaboration on physical tasks,kavie,"1. explore the possibility of predicting the helper's FOA from speech
2. explore the possibility of predicting the helper's FOA from video",,"In this research , our goal is to develop a multimedia system that supports multipart y remote collaboration s on physical tasks in which a helper (expert) assists multiple workers ( novices).",collaborative circuit assembly task,,The overall prediction accuracies are 79.52% using audio only and 81.79% using audio and video combined.,G=12; I=36,,lab,,,,,
120,126,,Predicting remote versus collocated group interactions using nonverbal cues,kavie,1. We hypothesize that the difference in the dynamics between collocated and remote meetings is significant and measurable using speech activity based nonverbal cues.,,"This paper addresses two problems: Firstly, the problem of classifying remote and collocated small-group working meetings, and secondly, the problem of identifying the remote participant, using in both cases nonverbal behavioral cues. Such classifiers can be used to improve the design of remote collaboration technologies to make remote interactions as effective as possible to collocated interactions.",,,"Our results on a publicly available dataset - the Augmented Multi-Party Interaction with Distance Access (AMIDA) corpus - show that such an approach is promising, although more controlled settings and more data are needed to explore the addressed problems further.",G=9,,ecological,,,,,
121,127,,Reciprocal attentive communication in remote meeting with a humanoid robot,kavie,"1. By using the robot’s head motion, the remote user’s attention condition, such as listening or not listening, can be perceived more easily than by using video conferencing because in video conferencing the remote user’s focus of attention information is constrained by the 2-D display.
2. The remote user’s gaze direction would not match that of the local objects.
3. When using a robot, the remote user’s attention is expressed by the robot’s head; that is, the robot’s attention matches that of the local objects.",,,,"1. face-to-face
2. robot
3. video",Our experimental result shows that a tangible robot avatar provides more effective reciprocal attention against video communication.,G=3; I=6,,lab,,,,,
122,128,,Estimating focus of attention based on gaze and sound,zoe,"we are interested in
modeling focus of attention in a meeting situation. W",," In work presented here, we are interested in
modeling focus of attention in a meeting situation. We have
developed a system capable of estimating participants’ focus of attention from multiple cues. We employ an omnidirectional camera to simultaneously track participants’ faces
around a meeting table and use neural networks to estimate
their head poses. In addition, we use microphones to detect
who is speaking. T",group meeting,NS,"Using this approach, we have achieved 74 % accuracy in detecting the
participants’ focus of attention on three recorded meetings.","G=4, I = 12 ",,lab,,,,,
123,129,,Gaze quality assisted automatic recognition of social contexts in collaborative Tetris,zoe,"The first question concerns the possibility of predicting
the social context of the players from their eye-movement
data, possibly combined with their actions. In this respect,
we want to compare the predictive power of using different
features, such as only gaze of one player, dual gazes or a
combination of gazes and actions.
The second question is how much these predictions are
affected by missing gaze data and more precisely, is it possible to improve the predictions by taking into account the
quality level.",,In this paper we have studied the automatic detection of social context (pair composition) in collaborative,collaborative Tetris game,NS,"We describe several methods for the improvement of
detection (or recognition) and experimentally demonstrate
their effectiveness, especially in the situations when the collected gaze data are noisy","G=  59, I =118
",,lab,,,,,
124,130,,Tracking the Multi Person Wandering Visual Focus of Attention,zoe,"To solve the WVFOA problem, we propose a multi-person tracking approach based on a hybrid Dynamic Bayesian Network that simultaneously infers the number of people in the
scene, their body and head locations, and their head pose,
in a joint state-space formulation that is amenable for person interaction modeling",,"To solve the WVFOA problem, we propose a multi-person tracking approach based on a hybrid Dynamic Bayesian Network that simultaneously infers the number of people in the
scene, their body and head locations, and their head pose,
in a joint state-space formulation that is amenable for person interaction modeling",a group of people looking at advertisment ,NS,"Our model was rigorously evaluated for tracking and its ability to recognize when people look at an outdoor advertisement using
a realistic data set.","G=9, I =22",,ecological,,,,,
125,131,,Putting the Pieces Together: Multimodal Analysis of Social Attention in Meetings,zoe,"H1: Attention is mostly given to the person sitting
right in front of the observer. This hypothesis derives
from an observation made in [14].
• H2: There exists a direct relationship between the verbal behavior of a person and the amount of attention
he receives. This hypothesis derives from [10].
• H3: Use of eye-gaze in conjunction with head-pose improves accuracy of automated social attention estimation. This hypothesis directly derives from the above
discussion.",,"This paper presents a multimodal framework employing eyegaze, head-pose and speech cues to explain observed social
attention patterns in meeting scenes.",group problem solving ,NS,Experimental results show that combining eye-gaze and head-pose estimates decreases error in social attention estimation by over 26%.,"G= 1, I =4 ",,lab,,,,,
126,132,,Modeling focus of attention for meeting indexing,zoe,"The research issues include to identify: 1)
who/what is the source of the message, 2) who or what is
the target and ob ject of the message (focus of attention), 3)
what is the content of the message in the presence of jamming noise.",,"In this paper, we present an approach to detect who is looking at whom during a meeting",meeting,NS,". The system has achieved an accuracy rate of
up to 93 % in detecting focus of attention on test sequences
taken from meetings. We have used focus of attention as an
index in a multimedia meeting browser.","G=1, I = 4",,lab,,,,,
127,133,,Modeling focus of attention for meeting indexing based on multiple cues,zoe,The research issues include to identify: 1) who/what is the source of the message; 2) who or what is the target and object of the message (focus of attention); 3) what is the content of the message in the presence of jamming noise.,,We have evaluated the system using the data from three recorded meetings. The acoustic information has provided 8% relative error reduction on average compared to only using one modality. The focus of attention model can be used as an index for a multimedia meeting record. It can also be used for analyzing a meeting.,meeting,NS,"By using both head
pose and sound, focus of attention could be detected in 76% of
the frames in recorded meetings","G=3, I= 12",,lab,,,,,
128,134,,Mediated attention with multimodal augmented reality,kavie,"H1: participants have a lower error rate in the condition using the audiovisual augmentations compared to the condition without them
H2: similarly that they exhibit a shorter reaction time in the condition with both augmentations.",,,performed gaze game,1.“highlighting on” condition where both the visual and the auditory augmentations were provided  2. “highlighting off” condition where neither visual nor auditory augmentation was given,We were able to show an improvement for both dependent variables as well as positive feedback for the visual augmentation in the questionnaire.,G=11; I=22,,lab,,,,,
129,135,,Implicit user-adaptive system engagement in speech and pen interfaces,kavie,"1. People will use both higher speech amplitude and higher pen pressure levels to mark a computer rather than human as an intended addressee.
2. Reliable system engagement can be achieved above chance levels based on implicit energy cues in users’ communication, with speech amplitude yielding higher reliabilities than pen pressure
3. Over a session, people will increase their amplitude and pressure when addressing the computer, decrease them when addressing a human, and expand their energy differential between computer and human─which will yield improvement in overall system reliability.
4. Following computer failures to engage, people will forcefully increase both speech amplitude and pen pressure as an adaptation to repair the error. Basically, they will accentuate their naturally-occurring behavior.",,The primary objectives of the present study involved empirical research and prototyping of implicit user-adaptive interfaces involving speech and pen input for collaborative use in field settings.,solve basic algebra and geometry problems,,"Results revealed that users spontaneously, reliably, and substantially adapted these forms of communicative energy to designate and repair an intended interlocutor in a computer-mediated group setting. This behavior was harnessed to achieve system engagement accuracies of 75-86%, with accuracies highest using speech amplitude. However, students had limited awareness of their own adaptations. Finally, while continually using these implicit engagement techniques, students maintained their performance level at solving complex mathematics problems throughout a one-hour session.",G=12; I=24,,lab,,,,,
130,136,,Gaze-communicative behavior of stuffed-toy robot with joint attention and eye contact based on ambient gaze-tracking,kavie,"1. This research is motivated by the need toclarify both the simple effectiveness of human-robot eye contact/joint attention and the interaction of these behaviors.",,"In this paper, we propose and verify a gaze-communicative stuffed-toy robot system based on a gradual gaze-communication model. The model consists of 1) joint attention action for indirectly getting the user’s interest and 2) eye-contact reaction for directly eliciting the user’s favorable feeling.",,,"From both subjective evaluations and observations of the user’s gaze in the demonstration experiments, we found that i) joint attention draws the user’s interest along with the user-guessed interest of the robot, ii) “eye contact” brings the user a favorable feeling for the robot, and iii) this feeling is enhanced when “eye contact” is used in combination with “joint attention.” These results support the approach of our embodied gazecommunication model.",I=22,,lab,,,,,
131,137,,Multi-party focus of attention recognition in meetings from head pose and multimodal contextual cues,zoe,This paper presents investigations on visual focus of attention (VFOA) recognition in meetings from audio-visual perceptual cues.,,"This paper presented a multi-person focus of attention tracking system that combine two technologies, namely person tracking and head orientation estimation. T","lecture in a meeting room:In this paper, we propose and verify a gaze-communicative stuffed-toy robot system based on a gradual gaze-communication model. The model consists of 1) joint attention action for indirectly getting the user’s interest and 2) eye-contact reaction for directly eliciting the user’s favorable feeling.",NS,"The model is rigorously evaluated on a publicly available dataset of 4 real meetings of 23min on average, showing an overall 10% relative performance increase w.r.t. the independent recognition case.","G= 1, I =4 ",,ecological,,,,,
132,138,,Multimodal Real-Time Focus of Attention Estimation in SmartRooms,zoe,This paper presents a real-time operating system for multi-person focus of attention (FoA) estimation in an inFigure 1. Focus of attention estimation of a group of people may allow the system to identify this gathering as a lecture where somebody is distracted looking through the window and somebody else is checking his email at the computer. door scenario equipped with multiple cameras and far-field microphones,,This paper presents an overview of our work on real-time multimodal tracking focus of attention of multiple persons in a SmartRoom scenario,lecture in a room ,NS,Experiments conducted over annotated databases yield quantitative results proving the effectiveness of the presented approach,G=2; I=8,,lab,,,,,
133,139,,,kavie,"1. Task performance. We predict that performance will be best in the side-by-side condition, because the quality of the shared visual context is maximized, and poorest in the audio-only condition, due to the lack of shared visual context. Performance in the video condition should be intermediate, because the video technology supports some but not all of the benefits of actual physical co-presence.
2. Conversational grounding. Ease of conversational grounding, as indicated by message length, number of conversational turns, and use of deictic expressions, should be easiest in the side-by-side condition, and hardest in the audio condition.
3. Helper expertise. We anticipate that the effects of media condition on task performance and conversational grounding will be mediated by the expertise of the helper.",,In this paper we aim to clarify the role of visual information in one type of computer-supported cooperative work—collaborative repair of complex devices.,repair of complex devices,"1. audio-video
2. audio-only
3. side-by-side","Resultsshow that the dyads complete the task more quickly andaccurately when helpers are co-located than when they areconnected via an audio link. However, they didn’t achievesimilar efficiency gains when they communicated throughan audio/video link. These results demonstrate the valueof a shared visual work space, but raise questions aboutthe adequacy of current video communication technologyfor implementing it.",I=25,,lab,,,,,
134,140,,,kavie,"1. We hypothesize that both the headcamera with eye tracking system and the scene camera system would improve performance over an audio-only link, because the visual cues provided by the systems improve situational awareness and conversational grounding
2. Combined scene plus head-mounted camera system would improve performance over either camera alone, because each provides a complementary set of visual cues.",,"In the current study, we build on the findings by Kraut et al. by comparing the value, alone and in combination, of two different video systems: (a) a head-mounted video system with additional eye-tracking capability and (b) a scene camera that provides a wider view of the work area.",robot assembly,"1. side-by-side
2. audio-only
3. head-mounted camera
4. scene camera
5. scene plus head cameras.","Task completion times were shortest inthe side-by-side condition, and shorter with the scenecamera than in the audio-only condition. Participants ratedtheir work quality highest when side-by-side, intermediatewith the scene camera, and worst in the audio-only andhead-camera conditions. Similarly, helpers self-ratedability to assist workers and pairs communicationefficiency were highest in the side-by-side condition, butsignificantly higher with the scene camera than in theaudio-only condition. The results demonstrate the value ofa shared view of the work environment for remotecollaboration on physical tasks.",G=38; I=76,,lab,,,,,
135,141,,,kavie,"1. by using our system users can spend more time and attention on their primary task, as compared to standard video conferencing systems.
2. the system requires less time and physical effort to stay aware of a remote partner’s attention",,"In this paper, we present an embodied remote presence system designed to support design activities that involve a physical artifact by enhancing peripheral awareness.",debugging session,"1. system condition
2. video condition","The analysis of completion time for guessing attention area shows that participants took more time to guess in the video condition (MD = 2.41s, SD=0.97) than in our system condition (MD = 1.44s, SD=0.46). Users rotate their head less to look at the monitor to determinethe attention area, and can observe it through their peripheral vision",I=13,,lab,,,,,
136,142,,EEG in classroom: EMD features to detect situational interest of students during learning,zoe,this study investigates the possibility of detecting situational interest using Electroencephalogram (EEG) in classroom.,,this study investigates the possibility of detecting situational interest using Electroencephalogram (EEG) in classroom.,lecture  ,NS,"While SVM achieved high accuracy of 93.3% and 87.5% for two data sets using features from the four EEG channels, KNN classifier achieved high accuracy of 87.5% and 86.7% in the same datasets using single EEG channel.","G=1, I=43",,ecological,first year university ,,,,
137,143,,,kavie,"1. Can eye gaze be used in the resolution of temporary ambiguity?
2. What is the time course by which it is integrated with linguistic processing?
3. Does eye gaze serve as an automatic orienting cue, or as a flexible cue?",,"In two experiments, we explored the time course and flexibility with which speakers’ eye gaze can be used to disambiguate referring expressions in spontaneous dialog.",referential communication,"1. near competitor
2. far competitor
3. no competitor","When mirrored displays held far competitors, matchers used directors’ eye gaze to identify targets before the linguistic point of disambiguation. Reversed displays caused substantial competition, yet matchers still identified targets before the linguistic point of disambiguation, showing an ability to rapidly re-map directors’ eye gaze. Our findings indicate eye gaze is a powerful and flexible disambiguating cue in referential communication","G=24; I=48
G=12; I=24",,lab,,,,,
138,144,,,kavie,"1. We hypothesize that MM will encourage meeting participants to modify their behavior to speak more.
2. We posit that participants using MM will be more interactive.
3. We hypothesize that MM, as an ambient and personal display, will not be disruptive to the purpose of the meeting.",,Our system encourages effective group dynamics that may lead to higher performance and satisfaction. We envision MM to be deployed in real-world organizations to improve interactions across various group collaboration contexts.,brainstorming and problem-solving,,,G=37; I=148,,lab,,,,,
139,145,,,kavie,"1. We hypothesise that dominance in
group meetings correlates with high dynamic levels of human
activity, which can be represented by relatively primitive
features extracted from audio and/or video sensor data.",,"The aim of our work is to identify which features are well correlated with the most dominant person in a meeting. We use speaking length and energy, as suggested by [2]. In addition, we also extract features from video since non-verbal cues can also affect perceptions of dominance [9].",design remote control device,,"Our work indicates that, for the 34 meeting segments in which the most dominant person was reliably decoded by all annotators, our investigated audio cues were able to classify the most dominant person with relatively good accuracy. Our compressed-domain video features performed less well but still provided some discrimination, when the motion vectors and residual bit-rate measures were combined.",I=4,,ecological,,,,,
140,146,,Visual focus of attention estimation from head pose posterior probability distributions,zoe,We address the problem of recognizing the visual focus of attention (VFOA) of meeting participants from their head pose and contextual cues. ,,"In this paper, we address the VFOA recognition problem from head pose information. Rather than relying on an estimated head poses defined by a pan and tilt angle, as done in all previous studies on the topic [2], [3], we propose to rely on the posterior probability density function (pdf) of the different head poses given the data to represent the head pose information embedded in the image data.",meeting with lecture ,,Numerical experiments on a public database of 4 meetings of 22 min on average show that this change of representation allows for a 5.4% gain with respect to the standard approach using head pose as observation.,G= 4; I= 16,,ecological,,,,,
141,147,,Towards High-Level Human Activity Recognition through Computer Vision and Temporal Logic,zoe,"we develop state of the art real-time
computer vision systems to track and identify users, and estimate their
visual focus of attention and gesture activity. We also monitor the users’
speech activity in real time.",,"This paper presents a system
that fuses and interprets the outputs of several computer vision components as well as speech recognition to obtain a high-level understanding
of the perceived scene.","group activity in a room/ meeting, presentation, individual work etc.",,"In this paper, we presented our progress towards a framework for high-level human activity recognition.",G=1; I=3,,ecological,,,,,
